scoring_id,scoring_timestamp,deployment_id,asset_revision,CRIM,ZN,INDUS,CHAS,RM,AGE,DIS,RAD,TAX,PTRATIO,Bk,LSTAT,NOX,$R-MEDV
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-114,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.222,0.0,10.01,0,6.092,95.4,2.548,6,432,17.8,1.26,17.09,0.536,17.3235294117647
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-115,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.142,0.0,10.01,0,6.254,84.2,2.256,6,432,17.8,1.254,10.45,0.603,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-116,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.171,0.0,10.01,0,5.928,88.2,2.463,6,432,17.8,1.217,15.76,0.417,17.3235294117647
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-117,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.132,0.0,10.01,0,6.176,72.5,2.73,6,432,17.8,1.257,12.04,0.494,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-118,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.151,0.0,10.01,0,6.021,82.6,2.747,6,432,17.8,1.258,10.3,0.545,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-119,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.131,0.0,10.01,0,5.872,73.1,2.478,6,432,17.8,1.212,15.37,0.665,21.34
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-120,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.145,0.0,10.01,0,5.731,65.2,2.759,6,432,17.8,1.256,13.61,0.373,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-121,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.069,0.0,25.65,0,5.87,69.7,2.258,2,188,19.1,1.254,14.37,0.594,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-122,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.072,0.0,25.65,0,6.004,84.1,2.197,2,188,19.1,1.244,14.27,0.793,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-123,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.093,0.0,25.65,0,5.961,92.9,2.087,2,188,19.1,1.245,17.93,0.473,17.3235294117647
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-124,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.15,0.0,25.65,0,5.856,97.0,1.944,2,188,19.1,1.238,25.41,0.682,10.9393939393939
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-125,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.098,0.0,25.65,0,5.879,95.8,2.006,2,188,19.1,1.246,17.58,0.44,17.3235294117647
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-126,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.169,0.0,25.65,0,5.986,88.4,1.993,2,188,19.1,1.25,14.81,0.363,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-127,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.387,0.0,25.65,0,5.613,95.6,1.757,2,188,19.1,1.229,27.26,0.749,10.9393939393939
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-128,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.259,0.0,21.89,0,5.693,96.0,1.788,4,437,21.2,1.256,17.19,0.562,17.3235294117647
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-129,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.325,0.0,21.89,0,6.431,98.8,1.812,4,437,21.2,1.26,15.39,0.636,17.3235294117647
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-130,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.881,0.0,21.89,0,5.637,94.7,1.98,4,437,21.2,1.26,18.34,0.533,17.3235294117647
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-131,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.34,0.0,21.89,0,6.458,98.9,2.119,4,437,21.2,1.258,12.6,0.674,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-132,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",1.193,0.0,21.89,0,6.326,97.7,2.271,4,437,21.2,1.26,12.26,0.948,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-133,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.59,0.0,21.89,0,6.372,97.9,2.327,4,437,21.2,1.251,11.12,0.532,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-134,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.33,0.0,21.89,0,5.822,95.4,2.47,4,437,21.2,1.254,15.03,0.607,17.3235294117647
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-135,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.976,0.0,21.89,0,5.757,98.4,2.346,4,437,21.2,1.143,17.31,0.561,17.3235294117647
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-136,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.558,0.0,21.89,0,6.335,98.2,2.111,4,437,21.2,1.258,16.96,0.375,17.3235294117647
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-137,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.323,0.0,21.89,0,5.942,93.5,1.967,4,437,21.2,1.245,16.9,0.511,17.3235294117647
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-138,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.352,0.0,21.89,0,6.454,98.4,1.85,4,437,21.2,1.258,14.59,0.5,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-139,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.25,0.0,21.89,0,5.857,98.2,1.669,4,437,21.2,1.256,21.32,0.442,15.6
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-140,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.545,0.0,21.89,0,6.151,97.9,1.669,4,437,21.2,1.26,18.46,0.791,17.3235294117647
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-141,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.291,0.0,21.89,0,6.174,93.6,1.612,4,437,21.2,1.253,24.16,0.381,15.6
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-142,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",1.629,0.0,21.89,0,5.019,100.0,1.439,4,437,21.2,1.26,34.41,0.688,10.9393939393939
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-143,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",3.321,0.0,19.58,1,5.403,100.0,1.322,5,403,14.7,1.26,26.82,0.858,10.9393939393939
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-144,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",4.097,0.0,19.58,0,5.468,100.0,1.412,5,403,14.7,1.26,26.42,0.607,10.9393939393939
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-145,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",2.78,0.0,19.58,0,4.903,97.8,1.346,5,403,14.7,1.26,29.29,0.769,10.9393939393939
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-146,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",2.379,0.0,19.58,0,6.13,100.0,1.419,5,403,14.7,1.046,27.8,0.744,10.9393939393939
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-147,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",2.155,0.0,19.58,0,5.628,100.0,1.517,5,403,14.7,1.041,16.65,0.831,17.3235294117647
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-148,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",2.369,0.0,19.58,0,4.926,95.7,1.461,5,403,14.7,1.256,29.53,0.747,10.9393939393939
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-149,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",2.331,0.0,19.58,0,5.186,93.8,1.53,5,403,14.7,1.228,28.32,0.757,10.9393939393939
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-150,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",2.734,0.0,19.58,0,5.597,94.9,1.526,5,403,14.7,1.223,21.45,0.846,10.9393939393939
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-151,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",1.657,0.0,19.58,0,6.122,97.3,1.618,5,403,14.7,1.241,14.1,0.9,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-152,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",1.496,0.0,19.58,0,5.404,100.0,1.592,5,403,14.7,1.214,13.28,0.577,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-153,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",1.127,0.0,19.58,1,5.012,88.0,1.61,5,403,14.7,1.216,12.12,0.698,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-154,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",2.149,0.0,19.58,0,5.709,98.5,1.623,5,403,14.7,1.142,15.79,0.668,17.3235294117647
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-155,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",1.414,0.0,19.58,1,6.129,96.0,1.749,5,403,14.7,1.197,15.12,0.659,17.3235294117647
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-156,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",3.535,0.0,19.58,1,6.152,82.6,1.746,5,403,14.7,0.927,15.02,0.837,21.34
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-157,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",2.447,0.0,19.58,0,5.272,94.0,1.736,5,403,14.7,0.928,16.14,0.827,17.3235294117647
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-158,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",1.224,0.0,19.58,0,6.943,97.4,1.877,5,403,14.7,1.233,4.59,0.456,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-159,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",1.343,0.0,19.58,0,6.066,100.0,1.757,5,403,14.7,1.225,6.43,0.401,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-160,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",1.425,0.0,19.58,0,6.51,100.0,1.766,5,403,14.7,1.234,7.39,0.813,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-161,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",1.273,0.0,19.58,1,6.25,92.6,1.798,5,403,14.7,1.212,5.5,0.603,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-162,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",1.463,0.0,19.58,0,7.489,90.8,1.971,5,403,14.7,1.242,1.73,0.566,44.8176470588235
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-163,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",1.834,0.0,19.58,1,7.802,98.2,2.041,5,403,14.7,1.254,1.92,0.583,44.8176470588235
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-164,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",1.519,0.0,19.58,1,8.375,93.9,2.162,5,403,14.7,1.253,3.32,0.528,44.8176470588235
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-165,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",2.242,0.0,19.58,0,5.854,91.8,2.422,5,403,14.7,1.259,11.64,0.72,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-166,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",2.924,0.0,19.58,0,6.101,93.0,2.283,5,403,14.7,1.12,9.81,0.577,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-167,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",2.01,0.0,19.58,0,7.929,96.2,2.046,5,403,14.7,1.238,3.7,0.637,44.8176470588235
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-168,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",1.8,0.0,19.58,0,5.877,79.2,2.426,5,403,14.7,1.107,12.14,0.869,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-169,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",2.3,0.0,19.58,0,6.319,96.1,2.1,5,403,14.7,1.175,11.1,0.65,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-170,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",2.45,0.0,19.58,0,6.402,95.2,2.263,5,403,14.7,1.204,11.32,0.473,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-171,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",1.207,0.0,19.58,0,5.875,94.6,2.426,5,403,14.7,1.171,14.43,0.472,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-172,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",2.314,0.0,19.58,0,5.88,97.3,2.389,5,403,14.7,1.22,12.03,0.601,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-173,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.139,0.0,4.05,0,5.572,88.5,2.596,5,296,16.6,1.26,14.69,0.455,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-174,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.092,0.0,4.05,0,6.416,84.1,2.646,5,296,16.6,1.259,9.04,0.474,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-175,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.084,0.0,4.05,0,5.859,68.7,2.702,5,296,16.6,1.257,9.64,0.491,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-176,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.067,0.0,4.05,0,6.546,33.1,3.132,5,296,16.6,1.255,5.33,0.568,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-177,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.07,0.0,4.05,0,6.02,47.2,3.555,5,296,16.6,1.257,10.11,0.364,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-178,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.054,0.0,4.05,0,6.315,73.4,3.317,5,296,16.6,1.259,6.29,0.433,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-179,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.066,0.0,4.05,0,6.86,74.4,2.915,5,296,16.6,1.256,6.92,0.448,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-180,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.058,0.0,2.46,0,6.98,58.4,2.829,3,193,17.8,1.26,5.04,0.699,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-181,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.066,0.0,2.46,0,7.765,83.3,2.741,3,193,17.8,1.259,7.56,0.546,44.8176470588235
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-182,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.069,0.0,2.46,0,6.144,62.2,2.598,3,193,17.8,1.26,9.45,0.41,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-183,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.091,0.0,2.46,0,7.155,92.2,2.701,3,193,17.8,1.258,4.82,0.569,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-184,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.1,0.0,2.46,0,6.563,95.6,2.847,3,193,17.8,1.26,5.68,0.476,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-185,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.083,0.0,2.46,0,5.604,89.8,2.988,3,193,17.8,1.255,13.98,0.382,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-186,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.06,0.0,2.46,0,6.153,68.8,3.28,3,193,17.8,1.252,13.15,0.599,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-187,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.056,0.0,2.46,0,7.831,53.6,3.199,3,193,17.8,1.257,4.45,0.505,44.8176470588235
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-188,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.079,45.0,3.44,0,6.782,41.1,3.789,5,398,15.2,1.258,6.68,0.312,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-189,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.126,45.0,3.44,0,6.556,29.1,4.567,5,398,15.2,1.249,4.56,0.281,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-190,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.084,45.0,3.44,0,7.185,38.9,4.567,5,398,15.2,1.26,5.39,0.515,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-191,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.091,45.0,3.44,0,6.951,21.5,6.48,5,398,15.2,1.245,5.1,0.239,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-192,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.069,45.0,3.44,0,6.739,30.8,6.48,5,398,15.2,1.254,4.69,0.513,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-193,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.087,45.0,3.44,0,7.178,26.3,6.48,5,398,15.2,1.255,2.87,0.471,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-194,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.022,60.0,2.93,0,6.8,9.9,6.22,1,265,15.6,1.257,5.03,0.222,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-195,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.014,60.0,2.93,0,6.604,18.8,6.22,1,265,15.6,1.244,4.38,0.301,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-196,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.014,80.0,0.46,0,7.875,32.0,5.648,4,255,14.4,1.258,2.97,0.412,44.8176470588235
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-197,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.04,80.0,1.52,0,7.287,34.1,7.309,2,329,12.6,1.26,4.08,0.428,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-198,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.047,80.0,1.52,0,7.107,36.6,7.309,2,329,12.6,1.225,8.61,0.505,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-199,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.038,80.0,1.52,0,7.274,38.3,7.309,2,329,12.6,1.256,6.62,0.365,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-200,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.032,95.0,1.47,0,6.975,15.3,7.653,3,402,17.0,1.26,4.56,0.473,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-201,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.018,95.0,1.47,0,7.135,13.9,7.653,3,402,17.0,1.25,4.45,0.498,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-202,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.034,82.5,2.03,0,6.162,38.4,6.27,2,348,14.7,1.258,7.43,0.366,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-203,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.022,82.5,2.03,0,7.61,15.7,6.27,2,348,14.7,1.259,3.11,0.523,44.8176470588235
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-204,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.035,95.0,2.68,0,7.853,33.2,5.118,4,224,14.7,1.257,3.81,0.372,44.8176470588235
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-205,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.02,95.0,2.68,0,8.034,31.9,5.118,4,224,14.7,1.255,2.88,0.618,44.8176470588235
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-206,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.136,0.0,10.59,0,5.891,22.3,3.945,4,277,18.6,1.26,10.87,0.481,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-207,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.23,0.0,10.59,0,6.326,52.5,4.355,4,277,18.6,1.258,10.97,0.666,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-208,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.252,0.0,10.59,0,5.783,72.7,4.355,4,277,18.6,1.254,18.06,0.629,21.34
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-209,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.136,0.0,10.59,1,6.064,59.1,4.239,4,277,18.6,1.248,14.66,0.576,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-210,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.436,0.0,10.59,1,5.344,100.0,3.875,4,277,18.6,1.26,23.09,0.426,15.6
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-211,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.174,0.0,10.59,1,5.96,92.1,3.877,4,277,18.6,1.257,17.27,0.611,17.3235294117647
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-212,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.376,0.0,10.59,1,5.404,88.6,3.665,4,277,18.6,1.259,23.98,0.412,15.6
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-213,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.217,0.0,10.59,1,5.807,53.8,3.653,4,277,18.6,1.255,16.03,0.447,21.34
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-214,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.141,0.0,10.59,0,6.375,32.3,3.945,4,277,18.6,1.251,9.38,0.379,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-215,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.29,0.0,10.59,0,5.412,9.8,3.587,4,277,18.6,1.221,29.55,0.378,15.6
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-216,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.198,0.0,10.59,0,6.182,42.4,3.945,4,277,18.6,1.257,9.47,0.455,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-217,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.046,0.0,13.89,1,5.888,56.0,3.112,5,276,16.4,1.257,13.51,0.459,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-218,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.07,0.0,13.89,0,6.642,85.1,3.421,5,276,16.4,1.257,9.69,0.531,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-219,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.111,0.0,13.89,1,5.951,93.8,2.889,5,276,16.4,1.26,17.92,0.568,17.3235294117647
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-220,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.114,0.0,13.89,1,6.373,92.4,3.363,5,276,16.4,1.258,10.5,0.666,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-221,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.358,0.0,6.2,1,6.951,88.5,2.862,8,307,17.4,1.256,9.71,0.587,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-222,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.408,0.0,6.2,1,6.164,91.3,3.048,8,307,17.4,1.259,21.46,0.379,15.6
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-223,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.624,0.0,6.2,1,6.879,77.7,3.272,8,307,17.4,1.255,9.93,0.551,31.444
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-224,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.615,0.0,6.2,0,6.618,80.8,3.272,8,307,17.4,1.26,7.6,0.347,22.5661538461539
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-225,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.315,0.0,6.2,0,8.266,78.3,2.894,8,307,17.4,1.25,4.14,0.565,44.8176470588235
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-226,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.527,0.0,6.2,0,8.725,83.0,2.894,8,307,17.4,1.248,4.63,0.599,44.8176470588235
e2d7c2ed-5a38-4588-a40f-7ee02b2cbeb7-227,2022-09-14T14:04:47.399+05:30,boston_house_prices_tutorial,"",0.382,0.0,6.2,0,8.04,86.5,3.216,8,307,17.4,1.252,3.13,0.523,44.8176470588235
